|table_name|feed_name|feed_location|load_state_var|repo|file
661|PARTNER_ACCOUNT_BRIDGE|||ox_payment_monthly_fact_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_payment_monthly_fact.yaml
662|PARTNER_ACCOUNT_BRIDGE|||ox_payment_monthly_fact_loaded_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_payment_monthly_fact_old.yaml
663|PARTNER_ACCOUNT_BRIDGE||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/partner_account_bridge/partner_account_bridge.yaml
664|PARTNER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor-schema-config-old.yaml
665|PARTNER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor-schema-config.yaml
666|PARTNER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/partner_dim.yaml
667|PARTNER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/partner_dim_old.yaml
668|PARTNER_DIM|||ox_billing_monthly_fact_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_billing_monthly_fact.yaml
669|PARTNER_DIM|||ox_billing_monthly_fact_loaded_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_billing_monthly_fact_old.yaml
670|PARTNER_DIM|||ox_partner_attr_type_value_fact_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_partner_attr_type_value_fact.yaml
671|PARTNER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/sync_data.yaml
672|PARTNER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework/data_compare.yaml
673|PARTNER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework/dim_compare.yaml
674|PARTNER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework_old/data_compare.yaml
675|PARTNER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework_old/dim_compare.yaml
676|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/advertiser_dim.yaml
677|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/advertiser_dim_old.yaml
678|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/line_item_dim.yaml
679|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/line_item_dim_old.yaml
680|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/order_dim.yaml
681|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/order_dim_old.yaml
682|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/publisher_dim.yaml
683|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/publisher_dim_old.yaml
684|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/targeting_dim.yaml
685|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/targeting_dim_old.yaml
686|PLATFORM_DIM|||ox_billing_monthly_fact_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_billing_monthly_fact.yaml
687|PLATFORM_DIM|||ox_billing_monthly_fact_loaded_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_billing_monthly_fact_old.yaml
688|PLATFORM_DIM|||ox_payment_monthly_fact_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_payment_monthly_fact.yaml
689|PLATFORM_DIM|||ox_payment_monthly_fact_loaded_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_payment_monthly_fact_old.yaml
690|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/sync_data.yaml
691|PLATFORM_DIM|||adaptive_insights_output_loader|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/adaptive_insights_output/adaptive_insights_output.yaml
692|PLATFORM_DIM|||adaptive_insights_output_loader_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/adaptive_insights_output_old/adaptive_insights_output.yaml
693|PLATFORM_DIM|||last_hour_daily_rollup_completed|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/daily_rollups/daily_rollups.yaml
694|PLATFORM_DIM|||last_hour_daily_rollup_completed_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/daily_rollups_old/daily_rollups_old.yaml
695|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework/dim_compare.yaml
696|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework_old/dim_compare.yaml
697|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/history_table_load_new/history_table_load_new.yaml
698|PLATFORM_DIM|||last_hour_line_item_targeting_attr_daily_completed|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/line_item_targeting_attr_daily/line_item_targeting_attr_daily.yaml
699|PLATFORM_DIM|||last_hour_line_item_targeting_attr_daily_completed_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/line_item_targeting_attr_daily_old/line_item_targeting_attr_daily_old.yaml
700|PLATFORM_DIM|||last_hour_monthly_rollup_completed|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/monthly_rollups/monthly_rollups.yaml
701|PLATFORM_DIM|||last_hour_monthly_rollup_completed_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/monthly_rollups_old/monthly_rollups_old.yaml
702|PLATFORM_DIM|BuyerDealBestBidReport|gcs|grid_ox_buyer_brand_sum_hourly_fact_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/ox_buyer_deal_best_bid_report_sum_hourly.yaml
703|PLATFORM_DIM|ChainMetricsReport|gcs|grid_ox_chain_metrics_sum_hourly_fact_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/ox_chain_metrics_sum_hourly.yaml
704|PLATFORM_DIM|VideoTrafficHourly|gcs|grid_ox_video_traffic_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/ox_video_traffic_hourly.yaml
705|PLATFORM_DIM|TrafficReport|gcs|grid_oxts_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/supply_demand_geo.yaml
706|PLATFORM_DIM|ConversionSiteReport|hdfs|grid_conv_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/supply_demand_geo_conv.yaml
707|PLATFORM_DIM|TopBidReport|gcs|supply_top_bid_hourly_fact_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/supply_top_bid_hourly.yaml
708|PLATFORM_DIM|ViewabilityBuyerBrandReport|gcs|grid_viewability_buyer_brand_sum_hourly_fact_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/viewability_buyer_brand_sum_hourly.yaml
709|PLATFORM_DIM|ViewabilityTrafficReport|gcs|grid_viewability_traffic_sum_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/viewability_traffic_sum_hourly.yaml
710|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/ox_chain_metrics_network/ox_chain_metrics_network.yaml
711|PLATFORM_DIM|||last_platform_dim_load_from_api|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/platform_dim_loader/platform_dim_loader.yaml
712|PLATFORM_DIM|||product_site_dim_loader_last_run|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/product_site_dim_loader/product_site_dim_loader.yaml
713|PLATFORM_DIM|||product_site_dim_loader_last_run|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/product_site_dim_loader_old/product_site_dim_loader.yaml
714|PLATFORM_DIM|ChainSumReport|gcs|grid_ox_chain_sum_hourly_fact_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/stopped_odfi_etls/chain_sum_hourly.yaml
715|PLATFORM_DIM|FloorRuleRevenueImpactReport|hdfs|grid_ox_floor_rule_revenue_impact_hourly_fact_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/stopped_odfi_etls/ox_floor_rule_revenue_impact_hourly.yaml
716|PLATFORM_DIM|VideoBuyerDealTrafficHourly|gcs|ox_video_demand_traffic_hourly_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/stopped_odfi_etls/ox_video_buyer_deal_hourly.yaml
717|PLATFORM_DIM|ox_videoaction_count_hourly|hdfs|grid_video_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/stopped_odfi_etls/video_demand.yaml
718|PLATFORM_DIM|||abacus_demand_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/suanpan_demand/suanpan_demand.yaml
719|PLATFORM_DIM|||abacus_demand_last_hour_loaded_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/suanpan_demand_old/suanpan_demand_old.yaml
720|PLATFORM_DIM|||abacus_supply_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/suanpan_supply/suanpan_supply.yaml
721|PLATFORM_DIM|||abacus_supply_last_hour_loaded_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/suanpan_supply_old/suanpan_supply_old.yaml
722|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/supply_demand_network/supply_demand_network.yaml
723|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/supply_demand_network_old/supply_demand_network.yaml
724|PLATFORM_DIM|||grid_ox_buyer_brand_sum_hourly_fact_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/ox_buyer_deal_best_bid_report_sum_hourly.yaml
725|PLATFORM_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/rollup.yaml
726|PLATFORM_DIM|||grid_oxts_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/supply_demand_geo.yaml
727|PLATFORM_DIM|||grid_conv_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/supply_demand_geo_conv.yaml
728|PLATFORM_DIM|||grid_video_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/video_demand.yaml
729|PLATFORM_DIM|||grid_viewability_buyer_brand_sum_hourly_fact_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/viewability_buyer_brand_sum_hourly.yaml
730|PLATFORM_DIM|||grid_viewability_traffic_sum_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/viewability_traffic_sum_hourly.yaml
731|PLAYBACKMETHODS_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-options-to-dw.yaml
732|PLAYBACKMETHOD_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-options-to-dw.yaml
733|PMP_DEAL_TYPE_MAPPING_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-options-to-dw.yaml
734|PMP_DEAL_TYPE_MAPPING_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework/dim_compare.yaml
735|PMP_DEAL_TYPE_MAPPING_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework_old/dim_compare.yaml
736|PRICING_MODEL_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/line_item_dim.yaml
737|PRICING_MODEL_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/line_item_dim_old.yaml
738|PRICING_MODEL_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-options-to-dw.yaml
739|PRICING_MODEL_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework/dim_compare.yaml
740|PRICING_MODEL_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework_old/dim_compare.yaml
741|PRODUCT_SITE_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework/dim_compare.yaml
742|PRODUCT_SITE_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework_old/dim_compare.yaml
743|PRODUCT_SITE_DIM|||product_site_dim_loader_last_run|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/product_site_dim_loader/product_site_dim_loader.yaml
744|PRODUCT_SITE_DIM|||product_site_dim_loader_last_run|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/product_site_dim_loader_old/product_site_dim_loader.yaml
745|PUBLISHER_CUSTOM_KEY_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework/dim_compare.yaml
746|PUBLISHER_CUSTOM_KEY_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework_old/dim_compare.yaml
747|PUBLISHER_CUSTOM_KEY_DIM|||last_platform_dim_load_from_api|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/platform_dim_loader/platform_dim_loader.yaml
748|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor-schema-config-old.yaml
749|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor-schema-config.yaml
750|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/publisher_dim.yaml
751|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/api-extractor/publisher_dim_old.yaml
752|PUBLISHER_DIM|||dim_sites_to_owners_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/dim_sites_to_owners.yaml
753|PUBLISHER_DIM|||ox_partner_attr_type_value_fact_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_partner_attr_type_value_fact.yaml
754|PUBLISHER_DIM|||ox_payment_monthly_fact_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_payment_monthly_fact.yaml
755|PUBLISHER_DIM|||ox_payment_monthly_fact_loaded_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/ox_payment_monthly_fact_old.yaml
756|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/conf/sync_data.yaml
757|PUBLISHER_DIM|||adaptive_insights_output_loader|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/adaptive_insights_output/adaptive_insights_output.yaml
758|PUBLISHER_DIM|||adaptive_insights_output_loader_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/adaptive_insights_output_old/adaptive_insights_output.yaml
759|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework/dim_compare.yaml
760|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework_old/dim_compare.yaml
761|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/history_table_load_new/history_table_load_new.yaml
762|PUBLISHER_DIM|||last_run_for_load_first_impr_dates|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/load_first_impr_dates/load_first_impr_dates.yaml
763|PUBLISHER_DIM|||last_run_for_load_first_impr_dates_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/load_first_impr_dates_old/load_first_impr_dates.yaml
764|PUBLISHER_DIM|SupplyTechnographicSummaryReport|gcs|grid_techno_supply_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/ox_supply_technosum_hourly.yaml
765|PUBLISHER_DIM|VideoTrafficHourly|gcs|grid_ox_video_traffic_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/ox_video_traffic_hourly.yaml
766|PUBLISHER_DIM|TrafficReport|gcs|grid_oxts_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/supply_demand_geo.yaml
767|PUBLISHER_DIM|ConversionSiteReport|hdfs|grid_conv_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/supply_demand_geo_conv.yaml
768|PUBLISHER_DIM|ViewabilityBuyerBrandReport|gcs|grid_viewability_buyer_brand_sum_hourly_fact_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/viewability_buyer_brand_sum_hourly.yaml
769|PUBLISHER_DIM|ViewabilityTrafficReport|gcs|grid_viewability_traffic_sum_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/viewability_traffic_sum_hourly.yaml
770|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/ox_chain_metrics_network/ox_chain_metrics_network.yaml
771|PUBLISHER_DIM|||last_platform_dim_load_from_api|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/platform_dim_loader/platform_dim_loader.yaml
772|PUBLISHER_DIM|MobileServerToServerAPIReport|gcs|grid_ox_mobile_s2s_hourly_fact_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/stopped_odfi_etls/ox_mobile_s2s_hourly.yaml
773|PUBLISHER_DIM|||abacus_supply_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/suanpan_supply/suanpan_supply.yaml
774|PUBLISHER_DIM|||abacus_supply_last_hour_loaded_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/suanpan_supply_old/suanpan_supply_old.yaml
775|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/supply_demand_network/supply_demand_network.yaml
776|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/supply_demand_network_old/supply_demand_network.yaml
777|PUBLISHER_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/rollup.yaml
778|PUBLISHER_DIM|||grid_oxts_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/supply_demand_geo.yaml
779|PUBLISHER_DIM|||grid_conv_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/supply_demand_geo_conv.yaml
780|PUBLISHER_DIM|||grid_viewability_buyer_brand_sum_hourly_fact_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/viewability_buyer_brand_sum_hourly.yaml
781|PUBLISHER_DIM|||grid_viewability_traffic_sum_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/viewability_traffic_sum_hourly.yaml
782|PUBLISHER_SEGMENT_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework/dim_compare.yaml
783|PUBLISHER_SEGMENT_DIM||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/dq_framework_old/dim_compare.yaml
784|PUBLISHER_SEGMENT_DIM|AudienceSegmentSupplyTrafficSumDailyHourlyReport|gcs|grid_ox_aud_segment_account_daily_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/ox_aud_segment_account_daily.yaml
785|ROLLUP_QUEUE||||data-sustain-snowflake-etl|data-sustain-snowflake-etl/vertica/python/rollup.yaml
786|ROLLUP_QUEUE||||data-sustain-snowflake-wheels|data-sustain-snowflake-wheels/py-odfi-etl/ox_dw_snowflake_odfi_etl/app_config/rollup.yaml
787|ROLLUP_STATE|||last_hour_daily_rollup_completed|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/daily_rollups/daily_rollups.yaml
788|ROLLUP_STATE|||last_hour_daily_rollup_completed_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/daily_rollups_old/daily_rollups_old.yaml
789|ROLLUP_STATE|||last_hour_monthly_rollup_completed|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/monthly_rollups/monthly_rollups.yaml
790|ROLLUP_STATE|||last_hour_monthly_rollup_completed_old|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/monthly_rollups_old/monthly_rollups_old.yaml
791|ROLLUP_STATE|TrafficReport|gcs|grid_oxts_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/supply_demand_geo.yaml
792|ROLLUP_STATE|ConversionSiteReport|hdfs|grid_conv_last_hour_loaded|data-sustain-snowflake-etl|data-sustain-snowflake-etl/jobs/odfi_etls/supply_demand_geo_conv.yaml
